Wait Time,Nationality,Outcome,Period in which decisions made,Count
1 year to under 1.5 years,Lebanon,Grant,2020 Q4,1
1 year to under 1.5 years,Libya,Grant,2020 Q4,15
1 year to under 1.5 years,Malaysia,Grant,2020 Q4,3
1 year to under 1.5 years,Mali,Grant,2020 Q4,1
1 year to under 1.5 years,Morocco,Grant,2020 Q4,1
1 year to under 1.5 years,Namibia,Grant,2020 Q4,1
1 year to under 1.5 years,Nigeria,Grant,2020 Q4,6
1 year to under 1.5 years,Occupied Palestinian Territories,Grant,2020 Q4,1
1 year to under 1.5 years,Pakistan,Grant,2020 Q4,14
1 year to under 1.5 years,Philippines,Grant,2020 Q4,1
1 year to under 1.5 years,Refugee,Grant,2020 Q4,12
1 year to under 1.5 years,Russia,Grant,2020 Q4,1
1 year to under 1.5 years,Saudi Arabia,Grant,2020 Q4,6
1 year to under 1.5 years,Sierra Leone,Grant,2020 Q4,1
1 year to under 1.5 years,Somalia,Grant,2020 Q4,4
1 year to under 1.5 years,Sri Lanka,Grant,2020 Q4,5
1 year to under 1.5 years,Stateless,Grant,2020 Q4,5
1 year to under 1.5 years,Sudan,Grant,2020 Q4,75
1 year to under 1.5 years,Syria,Grant,2020 Q4,39
1 year to under 1.5 years,Turkey,Grant,2020 Q4,16
1 year to under 1.5 years,Uganda,Grant,2020 Q4,3
1 year to under 1.5 years,Uzbekistan,Grant,2020 Q4,1
1 year to under 1.5 years,Vietnam,Grant,2020 Q4,26
1 year to under 1.5 years,Yemen,Grant,2020 Q4,13
1 year to under 1.5 years,Zambia,Grant,2020 Q4,1
1 year to under 1.5 years,Zimbabwe,Grant,2020 Q4,2
1 year to under 1.5 years,Afghanistan,Grant,2021 Q1,34
1 year to under 1.5 years,Albania,Grant,2021 Q1,6
1 year to under 1.5 years,Algeria,Grant,2021 Q1,1
1 year to under 1.5 years,Bahrain,Grant,2021 Q1,1
1 year to under 1.5 years,Bangladesh,Grant,2021 Q1,2
1 year to under 1.5 years,Brazil,Grant,2021 Q1,1
1 year to under 1.5 years,Burma,Grant,2021 Q1,1
1 year to under 1.5 years,Cameroon,Grant,2021 Q1,3
1 year to under 1.5 years,Chad,Grant,2021 Q1,5
1 year to under 1.5 years,China,Grant,2021 Q1,4
1 year to under 1.5 years,Egypt,Grant,2021 Q1,4
1 year to under 1.5 years,El Salvador,Grant,2021 Q1,25
1 year to under 1.5 years,Eritrea,Grant,2021 Q1,154
1 year to under 1.5 years,Ethiopia,Grant,2021 Q1,5
1 year to under 1.5 years,"Gambia, The",Grant,2021 Q1,1
1 year to under 1.5 years,Georgia,Grant,2021 Q1,1
1 year to under 1.5 years,Guatemala,Grant,2021 Q1,1
1 year to under 1.5 years,Guinea,Grant,2021 Q1,1
1 year to under 1.5 years,Honduras,Grant,2021 Q1,2
1 year to under 1.5 years,Iran,Grant,2021 Q1,310
1 year to under 1.5 years,Iraq,Grant,2021 Q1,47
1 year to under 1.5 years,Ivory Coast,Grant,2021 Q1,1
1 year to under 1.5 years,Jamaica,Grant,2021 Q1,1
1 year to under 1.5 years,Jordan,Grant,2021 Q1,1
1 year to under 1.5 years,Kenya,Grant,2021 Q1,2
1 year to under 1.5 years,Kuwait,Grant,2021 Q1,4
1 year to under 1.5 years,Lebanon,Grant,2021 Q1,3
1 year to under 1.5 years,Libya,Grant,2021 Q1,29
1 year to under 1.5 years,Malawi,Grant,2021 Q1,2
1 year to under 1.5 years,Malaysia,Grant,2021 Q1,3
1 year to under 1.5 years,Mauritius,Grant,2021 Q1,1
1 year to under 1.5 years,Morocco,Grant,2021 Q1,2
1 year to under 1.5 years,Namibia,Grant,2021 Q1,3
1 year to under 1.5 years,Nicaragua,Grant,2021 Q1,1
1 year to under 1.5 years,Nigeria,Grant,2021 Q1,7
1 year to under 1.5 years,Occupied Palestinian Territories,Grant,2021 Q1,6
1 year to under 1.5 years,Pakistan,Grant,2021 Q1,22
1 year to under 1.5 years,Refugee,Grant,2021 Q1,40
1 year to under 1.5 years,Russia,Grant,2021 Q1,7
1 year to under 1.5 years,Saudi Arabia,Grant,2021 Q1,4
1 year to under 1.5 years,Senegal,Grant,2021 Q1,1
1 year to under 1.5 years,Sierra Leone,Grant,2021 Q1,2
1 year to under 1.5 years,Somalia,Grant,2021 Q1,7
1 year to under 1.5 years,Sri Lanka,Grant,2021 Q1,2
1 year to under 1.5 years,Stateless,Grant,2021 Q1,5
1 year to under 1.5 years,Sudan,Grant,2021 Q1,111
1 year to under 1.5 years,Sudan (South),Grant,2021 Q1,2
1 year to under 1.5 years,Syria,Grant,2021 Q1,84
1 year to under 1.5 years,Tunisia,Grant,2021 Q1,1
1 year to under 1.5 years,Turkey,Grant,2021 Q1,24
1 year to under 1.5 years,Uganda,Grant,2021 Q1,9
1 year to under 1.5 years,United Arab Emirates,Grant,2021 Q1,1
1 year to under 1.5 years,Vietnam,Grant,2021 Q1,45
1 year to under 1.5 years,Yemen,Grant,2021 Q1,48
1 year to under 1.5 years,Zimbabwe,Grant,2021 Q1,1
1 year to under 1.5 years,Afghanistan,Grant,2021 Q2,24
1 year to under 1.5 years,Albania,Grant,2021 Q2,3
1 year to under 1.5 years,Algeria,Grant,2021 Q2,2
1 year to under 1.5 years,Bangladesh,Grant,2021 Q2,9
1 year to under 1.5 years,Burma,Grant,2021 Q2,1
1 year to under 1.5 years,Cameroon,Grant,2021 Q2,1
1 year to under 1.5 years,Chad,Grant,2021 Q2,3
1 year to under 1.5 years,Egypt,Grant,2021 Q2,8
1 year to under 1.5 years,El Salvador,Grant,2021 Q2,7
1 year to under 1.5 years,Eritrea,Grant,2021 Q2,95
1 year to under 1.5 years,Ethiopia,Grant,2021 Q2,3
1 year to under 1.5 years,Ghana,Grant,2021 Q2,2
1 year to under 1.5 years,Guinea,Grant,2021 Q2,1
1 year to under 1.5 years,Honduras,Grant,2021 Q2,1
1 year to under 1.5 years,India,Grant,2021 Q2,1
1 year to under 1.5 years,Iran,Grant,2021 Q2,179
1 year to under 1.5 years,Iraq,Grant,2021 Q2,55
1 year to under 1.5 years,Jordan,Grant,2021 Q2,2
1 year to under 1.5 years,Kenya,Grant,2021 Q2,1
1 year to under 1.5 years,Kosovo,Grant,2021 Q2,1
1 year to under 1.5 years,Kuwait,Grant,2021 Q2,2
1 year to under 1.5 years,Lebanon,Grant,2021 Q2,1
1 year to under 1.5 years,Libya,Grant,2021 Q2,11
1 year to under 1.5 years,Malaysia,Grant,2021 Q2,3
1 year to under 1.5 years,Morocco,Grant,2021 Q2,2
1 year to under 1.5 years,Namibia,Grant,2021 Q2,3
1 year to under 1.5 years,Nigeria,Grant,2021 Q2,5
1 year to under 1.5 years,Occupied Palestinian Territories,Grant,2021 Q2,4
1 year to under 1.5 years,Other and unknown,Grant,2021 Q2,2
1 year to under 1.5 years,Pakistan,Grant,2021 Q2,24
1 year to under 1.5 years,Qatar,Grant,2021 Q2,5
1 year to under 1.5 years,Refugee,Grant,2021 Q2,35
1 year to under 1.5 years,Russia,Grant,2021 Q2,2
1 year to under 1.5 years,Saudi Arabia,Grant,2021 Q2,1
1 year to under 1.5 years,Sierra Leone,Grant,2021 Q2,2
1 year to under 1.5 years,Somalia,Grant,2021 Q2,8
1 year to under 1.5 years,St. Vincent and the Grenadines,Grant,2021 Q2,1
1 year to under 1.5 years,Stateless,Grant,2021 Q2,2
1 year to under 1.5 years,Sudan,Grant,2021 Q2,48
1 year to under 1.5 years,Syria,Grant,2021 Q2,60
1 year to under 1.5 years,Trinidad and Tobago,Grant,2021 Q2,1
1 year to under 1.5 years,Tunisia,Grant,2021 Q2,1
1 year to under 1.5 years,Turkey,Grant,2021 Q2,27
1 year to under 1.5 years,Turkmenistan,Grant,2021 Q2,1
1 year to under 1.5 years,Uganda,Grant,2021 Q2,2
1 year to under 1.5 years,Vietnam,Grant,2021 Q2,22
1 year to under 1.5 years,Yemen,Grant,2021 Q2,22
1 year to under 1.5 years,Zimbabwe,Grant,2021 Q2,1
1 year to under 1.5 years,Afghanistan,Grant,2021 Q3,22
1 year to under 1.5 years,Albania,Grant,2021 Q3,2
1 year to under 1.5 years,Bangladesh,Grant,2021 Q3,4
1 year to under 1.5 years,Burundi,Grant,2021 Q3,1
1 year to under 1.5 years,Cameroon,Grant,2021 Q3,2
1 year to under 1.5 years,Chad,Grant,2021 Q3,4
1 year to under 1.5 years,China,Grant,2021 Q3,1
1 year to under 1.5 years,Congo (Democratic Republic),Grant,2021 Q3,1
1 year to under 1.5 years,Cuba,Grant,2021 Q3,1
1 year to under 1.5 years,Egypt,Grant,2021 Q3,6
1 year to under 1.5 years,El Salvador,Grant,2021 Q3,5
1 year to under 1.5 years,Eritrea,Grant,2021 Q3,103
1 year to under 1.5 years,Ethiopia,Grant,2021 Q3,3
1 year to under 1.5 years,Ghana,Grant,2021 Q3,1
1 year to under 1.5 years,Honduras,Grant,2021 Q3,1
1 year to under 1.5 years,Hong Kong,Grant,2021 Q3,3
1 year to under 1.5 years,Iran,Grant,2021 Q3,114
1 year to under 1.5 years,Iraq,Grant,2021 Q3,20
1 year to under 1.5 years,Ivory Coast,Grant,2021 Q3,2
1 year to under 1.5 years,Kenya,Grant,2021 Q3,3
1 year to under 1.5 years,Kuwait,Grant,2021 Q3,3
1 year to under 1.5 years,Libya,Grant,2021 Q3,2
1 year to under 1.5 years,Malaysia,Grant,2021 Q3,1
1 year to under 1.5 years,Mali,Grant,2021 Q3,1
1 year to under 1.5 years,Mauritania,Grant,2021 Q3,1
1 year to under 1.5 years,Mexico,Grant,2021 Q3,1
1 year to under 1.5 years,Morocco,Grant,2021 Q3,1
1 year to under 1.5 years,Nigeria,Grant,2021 Q3,3
1 year to under 1.5 years,Occupied Palestinian Territories,Grant,2021 Q3,1
1 year to under 1.5 years,Pakistan,Grant,2021 Q3,21
1 year to under 1.5 years,Philippines,Grant,2021 Q3,1
1 year to under 1.5 years,Refugee,Grant,2021 Q3,20
1 year to under 1.5 years,Saudi Arabia,Grant,2021 Q3,1
1 year to under 1.5 years,Senegal,Grant,2021 Q3,1
1 year to under 1.5 years,Somalia,Grant,2021 Q3,6
1 year to under 1.5 years,Stateless,Grant,2021 Q3,1
1 year to under 1.5 years,Sudan,Grant,2021 Q3,36
1 year to under 1.5 years,Syria,Grant,2021 Q3,92
1 year to under 1.5 years,Turkey,Grant,2021 Q3,19
1 year to under 1.5 years,Uganda,Grant,2021 Q3,4
1 year to under 1.5 years,Venezuela,Grant,2021 Q3,2
1 year to under 1.5 years,Vietnam,Grant,2021 Q3,23
1 year to under 1.5 years,Yemen,Grant,2021 Q3,19
1 year to under 1.5 years,Zimbabwe,Grant,2021 Q3,1
1 year to under 1.5 years,Afghanistan,Grant,2021 Q4,77
1 year to under 1.5 years,Albania,Grant,2021 Q4,2
1 year to under 1.5 years,Bangladesh,Grant,2021 Q4,1
1 year to under 1.5 years,Brazil,Grant,2021 Q4,1
1 year to under 1.5 years,Cameroon,Grant,2021 Q4,5
1 year to under 1.5 years,Chad,Grant,2021 Q4,1
1 year to under 1.5 years,China,Grant,2021 Q4,3
1 year to under 1.5 years,Egypt,Grant,2021 Q4,1
1 year to under 1.5 years,El Salvador,Grant,2021 Q4,4
1 year to under 1.5 years,Eritrea,Grant,2021 Q4,127
1 year to under 1.5 years,Ethiopia,Grant,2021 Q4,6
1 year to under 1.5 years,Gabon,Grant,2021 Q4,1
1 year to under 1.5 years,"Gambia, The",Grant,2021 Q4,1
1 year to under 1.5 years,Ghana,Grant,2021 Q4,2
1 year to under 1.5 years,Hong Kong,Grant,2021 Q4,3
1 year to under 1.5 years,India,Grant,2021 Q4,1
1 year to under 1.5 years,Iran,Grant,2021 Q4,98
1 year to under 1.5 years,Iraq,Grant,2021 Q4,15
1 year to under 1.5 years,Jamaica,Grant,2021 Q4,1
1 year to under 1.5 years,Kenya,Grant,2021 Q4,2
1 year to under 1.5 years,Kuwait,Grant,2021 Q4,8
1 year to under 1.5 years,Lebanon,Grant,2021 Q4,1
1 year to under 1.5 years,Libya,Grant,2021 Q4,7
1 year to under 1.5 years,Mauritania,Grant,2021 Q4,1
1 year to under 1.5 years,Nigeria,Grant,2021 Q4,5
1 year to under 1.5 years,Occupied Palestinian Territories,Grant,2021 Q4,3
1 year to under 1.5 years,Pakistan,Grant,2021 Q4,14
1 year to under 1.5 years,Refugee,Grant,2021 Q4,30
1 year to under 1.5 years,Russia,Grant,2021 Q4,2
1 year to under 1.5 years,Sierra Leone,Grant,2021 Q4,1
1 year to under 1.5 years,Somalia,Grant,2021 Q4,8
1 year to under 1.5 years,Sri Lanka,Grant,2021 Q4,1
1 year to under 1.5 years,Stateless,Grant,2021 Q4,4
1 year to under 1.5 years,Sudan,Grant,2021 Q4,62
1 year to under 1.5 years,Sudan (South),Grant,2021 Q4,1
1 year to under 1.5 years,Syria,Grant,2021 Q4,102
1 year to under 1.5 years,Thailand,Grant,2021 Q4,1
1 year to under 1.5 years,Turkey,Grant,2021 Q4,19
1 year to under 1.5 years,Uganda,Grant,2021 Q4,2
1 year to under 1.5 years,Vietnam,Grant,2021 Q4,13
1 year to under 1.5 years,Yemen,Grant,2021 Q4,45
1 year to under 1.5 years,Afghanistan,Grant,Q1 2022,89
1 year to under 1.5 years,Albania,Grant,Q1 2022,3
1 year to under 1.5 years,Bangladesh,Grant,Q1 2022,1
1 year to under 1.5 years,Barbados,Grant,Q1 2022,1
1 year to under 1.5 years,Chad,Grant,Q1 2022,3
1 year to under 1.5 years,China,Grant,Q1 2022,1
1 year to under 1.5 years,Egypt,Grant,Q1 2022,3
1 year to under 1.5 years,El Salvador,Grant,Q1 2022,17
1 year to under 1.5 years,Equatorial Guinea,Grant,Q1 2022,1
1 year to under 1.5 years,Eritrea,Grant,Q1 2022,166
1 year to under 1.5 years,Ethiopia,Grant,Q1 2022,5
1 year to under 1.5 years,Honduras,Grant,Q1 2022,1
1 year to under 1.5 years,Iran,Grant,Q1 2022,61
1 year to under 1.5 years,Iraq,Grant,Q1 2022,5
1 year to under 1.5 years,Kuwait,Grant,Q1 2022,5
1 year to under 1.5 years,Lebanon,Grant,Q1 2022,1
1 year to under 1.5 years,Libya,Grant,Q1 2022,13
1 year to under 1.5 years,Namibia,Grant,Q1 2022,1
1 year to under 1.5 years,Nigeria,Grant,Q1 2022,7
1 year to under 1.5 years,Occupied Palestinian Territories,Grant,Q1 2022,6
1 year to under 1.5 years,Pakistan,Grant,Q1 2022,5
1 year to under 1.5 years,Refugee,Grant,Q1 2022,16
1 year to under 1.5 years,Russia,Grant,Q1 2022,10
1 year to under 1.5 years,Saudi Arabia,Grant,Q1 2022,1
1 year to under 1.5 years,Somalia,Grant,Q1 2022,10
1 year to under 1.5 years,Sri Lanka,Grant,Q1 2022,4
1 year to under 1.5 years,Stateless,Grant,Q1 2022,18
1 year to under 1.5 years,Sudan,Grant,Q1 2022,17
1 year to under 1.5 years,Syria,Grant,Q1 2022,110
1 year to under 1.5 years,Turkey,Grant,Q1 2022,11
1 year to under 1.5 years,Uganda,Grant,Q1 2022,2
1 year to under 1.5 years,Vietnam,Grant,Q1 2022,11
1 year to under 1.5 years,Yemen,Grant,Q1 2022,22
1.5 years to under 2 years,Sierra Leone,Grant,2011 Q3,1
1.5 years to under 2 years,Somalia,Grant,2011 Q3,3
1.5 years to under 2 years,Uganda,Grant,2011 Q3,1
1.5 years to under 2 years,China,Grant,2011 Q4,1
1.5 years to under 2 years,Eritrea,Grant,2011 Q4,1
1.5 years to under 2 years,Sudan,Grant,2011 Q4,3
1.5 years to under 2 years,Uganda,Grant,2011 Q4,1
1.5 years to under 2 years,Bangladesh,Grant,2012 Q1,1
1.5 years to under 2 years,Cameroon,Grant,2012 Q1,1
1.5 years to under 2 years,Congo (Democratic Republic),Grant,2012 Q1,1
1.5 years to under 2 years,Iran,Grant,2012 Q1,2
1.5 years to under 2 years,Korea (North),Grant,2012 Q1,1
1.5 years to under 2 years,Nigeria,Grant,2012 Q1,1
1.5 years to under 2 years,Turkey,Grant,2012 Q1,2
1.5 years to under 2 years,Uganda,Grant,2012 Q1,1
1.5 years to under 2 years,Albania,Grant,2012 Q2,1
1.5 years to under 2 years,Algeria,Grant,2012 Q2,1
1.5 years to under 2 years,"Gambia, The",Grant,2012 Q2,1
1.5 years to under 2 years,Iran,Grant,2012 Q2,2
1.5 years to under 2 years,Iraq,Grant,2012 Q2,1
1.5 years to under 2 years,Kenya,Grant,2012 Q2,1
1.5 years to under 2 years,Nigeria,Grant,2012 Q2,2
1.5 years to under 2 years,Somalia,Grant,2012 Q2,1
1.5 years to under 2 years,Sri Lanka,Grant,2012 Q2,1
1.5 years to under 2 years,Turkey,Grant,2012 Q2,1
1.5 years to under 2 years,"Gambia, The",Grant,2012 Q3,1
1.5 years to under 2 years,Iran,Grant,2012 Q3,2
1.5 years to under 2 years,Pakistan,Grant,2012 Q3,8
1.5 years to under 2 years,Somalia,Grant,2012 Q3,2
1.5 years to under 2 years,Turkey,Grant,2012 Q3,2
1.5 years to under 2 years,Uganda,Grant,2012 Q3,1
1.5 years to under 2 years,Vietnam,Grant,2012 Q3,1
1.5 years to under 2 years,Zimbabwe,Grant,2012 Q3,2
1.5 years to under 2 years,Afghanistan,Grant,2012 Q4,1
1.5 years to under 2 years,Iran,Grant,2012 Q4,2
1.5 years to under 2 years,Kenya,Grant,2012 Q4,1
1.5 years to under 2 years,Nigeria,Grant,2012 Q4,1
1.5 years to under 2 years,Turkey,Grant,2012 Q4,1
1.5 years to under 2 years,Zimbabwe,Grant,2012 Q4,1
1.5 years to under 2 years,Afghanistan,Grant,2013 Q1,5
1.5 years to under 2 years,Albania,Grant,2013 Q1,3
1.5 years to under 2 years,Eritrea,Grant,2013 Q1,1
1.5 years to under 2 years,"Gambia, The",Grant,2013 Q1,2
1.5 years to under 2 years,Iran,Grant,2013 Q1,2
1.5 years to under 2 years,Malawi,Grant,2013 Q1,1
1.5 years to under 2 years,Nigeria,Grant,2013 Q1,1
1.5 years to under 2 years,Pakistan,Grant,2013 Q1,7
1.5 years to under 2 years,Russia,Grant,2013 Q1,2
1.5 years to under 2 years,Senegal,Grant,2013 Q1,1
1.5 years to under 2 years,Somalia,Grant,2013 Q1,1
1.5 years to under 2 years,Sri Lanka,Grant,2013 Q1,6
1.5 years to under 2 years,Syria,Grant,2013 Q1,1
1.5 years to under 2 years,Turkey,Grant,2013 Q1,1
1.5 years to under 2 years,Vietnam,Grant,2013 Q1,1
1.5 years to under 2 years,Zimbabwe,Grant,2013 Q1,1
1.5 years to under 2 years,Afghanistan,Grant,2013 Q2,10
1.5 years to under 2 years,Albania,Grant,2013 Q2,1
1.5 years to under 2 years,Congo (Democratic Republic),Grant,2013 Q2,1
1.5 years to under 2 years,Egypt,Grant,2013 Q2,1
1.5 years to under 2 years,"Gambia, The",Grant,2013 Q2,1
1.5 years to under 2 years,Iran,Grant,2013 Q2,4
1.5 years to under 2 years,Libya,Grant,2013 Q2,3
1.5 years to under 2 years,Nigeria,Grant,2013 Q2,2
1.5 years to under 2 years,Pakistan,Grant,2013 Q2,2
1.5 years to under 2 years,Russia,Grant,2013 Q2,1
1.5 years to under 2 years,Sri Lanka,Grant,2013 Q2,3
1.5 years to under 2 years,Sudan,Grant,2013 Q2,1
1.5 years to under 2 years,Syria,Grant,2013 Q2,1
1.5 years to under 2 years,Turkey,Grant,2013 Q2,1
1.5 years to under 2 years,Uganda,Grant,2013 Q2,1
1.5 years to under 2 years,Vietnam,Grant,2013 Q2,1
1.5 years to under 2 years,Afghanistan,Grant,2013 Q3,1
1.5 years to under 2 years,Albania,Grant,2013 Q3,2
1.5 years to under 2 years,Bangladesh,Grant,2013 Q3,1
1.5 years to under 2 years,Cameroon,Grant,2013 Q3,1
1.5 years to under 2 years,China,Grant,2013 Q3,1
1.5 years to under 2 years,Congo (Democratic Republic),Grant,2013 Q3,3
1.5 years to under 2 years,Egypt,Grant,2013 Q3,1
1.5 years to under 2 years,Guinea,Grant,2013 Q3,1
1.5 years to under 2 years,Indonesia,Grant,2013 Q3,1
1.5 years to under 2 years,Iran,Grant,2013 Q3,3
1.5 years to under 2 years,Iraq,Grant,2013 Q3,3
1.5 years to under 2 years,Korea (North),Grant,2013 Q3,1
1.5 years to under 2 years,Kyrgyzstan,Grant,2013 Q3,1
1.5 years to under 2 years,Libya,Grant,2013 Q3,2
1.5 years to under 2 years,Malawi,Grant,2013 Q3,1
1.5 years to under 2 years,Mongolia,Grant,2013 Q3,1
1.5 years to under 2 years,Morocco,Grant,2013 Q3,1
1.5 years to under 2 years,Nigeria,Grant,2013 Q3,2
1.5 years to under 2 years,Pakistan,Grant,2013 Q3,7
1.5 years to under 2 years,Russia,Grant,2013 Q3,1
1.5 years to under 2 years,Sierra Leone,Grant,2013 Q3,2
1.5 years to under 2 years,Somalia,Grant,2013 Q3,2
1.5 years to under 2 years,Sri Lanka,Grant,2013 Q3,6
1.5 years to under 2 years,Syria,Grant,2013 Q3,1
1.5 years to under 2 years,Yemen,Grant,2013 Q3,2
1.5 years to under 2 years,Zimbabwe,Grant,2013 Q3,2
1.5 years to under 2 years,Afghanistan,Grant,2013 Q4,1
1.5 years to under 2 years,Albania,Grant,2013 Q4,2
1.5 years to under 2 years,Cameroon,Grant,2013 Q4,1
1.5 years to under 2 years,China,Grant,2013 Q4,1
1.5 years to under 2 years,Congo (Democratic Republic),Grant,2013 Q4,2
1.5 years to under 2 years,Egypt,Grant,2013 Q4,1
1.5 years to under 2 years,Eritrea,Grant,2013 Q4,1
1.5 years to under 2 years,"Gambia, The",Grant,2013 Q4,1
1.5 years to under 2 years,Guinea,Grant,2013 Q4,2
1.5 years to under 2 years,India,Grant,2013 Q4,2
1.5 years to under 2 years,Iran,Grant,2013 Q4,7
1.5 years to under 2 years,Iraq,Grant,2013 Q4,1
1.5 years to under 2 years,Nigeria,Grant,2013 Q4,2
1.5 years to under 2 years,Occupied Palestinian Territories,Grant,2013 Q4,1
1.5 years to under 2 years,Pakistan,Grant,2013 Q4,3
1.5 years to under 2 years,Somalia,Grant,2013 Q4,2
1.5 years to under 2 years,Sri Lanka,Grant,2013 Q4,1
1.5 years to under 2 years,Sudan,Grant,2013 Q4,2
1.5 years to under 2 years,Uganda,Grant,2013 Q4,1
1.5 years to under 2 years,Afghanistan,Grant,2014 Q1,3
1.5 years to under 2 years,Bangladesh,Grant,2014 Q1,1
1.5 years to under 2 years,China,Grant,2014 Q1,1
1.5 years to under 2 years,Congo (Democratic Republic),Grant,2014 Q1,1
1.5 years to under 2 years,Eritrea,Grant,2014 Q1,2
1.5 years to under 2 years,"Gambia, The",Grant,2014 Q1,1
1.5 years to under 2 years,Iran,Grant,2014 Q1,4
1.5 years to under 2 years,Kenya,Grant,2014 Q1,1
1.5 years to under 2 years,Nigeria,Grant,2014 Q1,5
1.5 years to under 2 years,Pakistan,Grant,2014 Q1,3
1.5 years to under 2 years,Somalia,Grant,2014 Q1,2
1.5 years to under 2 years,Sri Lanka,Grant,2014 Q1,1
1.5 years to under 2 years,Afghanistan,Grant,2014 Q2,5
1.5 years to under 2 years,Albania,Grant,2014 Q2,1
1.5 years to under 2 years,Cameroon,Grant,2014 Q2,2
1.5 years to under 2 years,China,Grant,2014 Q2,2
1.5 years to under 2 years,Congo (Democratic Republic),Grant,2014 Q2,2
1.5 years to under 2 years,Eritrea,Grant,2014 Q2,3
1.5 years to under 2 years,Ethiopia,Grant,2014 Q2,1
1.5 years to under 2 years,Iran,Grant,2014 Q2,20
1.5 years to under 2 years,Iraq,Grant,2014 Q2,3
1.5 years to under 2 years,Libya,Grant,2014 Q2,1
1.5 years to under 2 years,Malaysia,Grant,2014 Q2,1
1.5 years to under 2 years,Nigeria,Grant,2014 Q2,3
1.5 years to under 2 years,Pakistan,Grant,2014 Q2,3
1.5 years to under 2 years,Russia,Grant,2014 Q2,2
1.5 years to under 2 years,Somalia,Grant,2014 Q2,8
1.5 years to under 2 years,Sri Lanka,Grant,2014 Q2,4
1.5 years to under 2 years,Turkey,Grant,2014 Q2,4
1.5 years to under 2 years,Uganda,Grant,2014 Q2,1
1.5 years to under 2 years,Ukraine,Grant,2014 Q2,1
1.5 years to under 2 years,Vietnam,Grant,2014 Q2,1
1.5 years to under 2 years,Afghanistan,Grant,2014 Q3,5
1.5 years to under 2 years,Albania,Grant,2014 Q3,1
1.5 years to under 2 years,Azerbaijan,Grant,2014 Q3,1
1.5 years to under 2 years,Bangladesh,Grant,2014 Q3,1
1.5 years to under 2 years,Belarus,Grant,2014 Q3,1
1.5 years to under 2 years,China,Grant,2014 Q3,1
1.5 years to under 2 years,Congo (Democratic Republic),Grant,2014 Q3,2
1.5 years to under 2 years,Eritrea,Grant,2014 Q3,2
1.5 years to under 2 years,Ethiopia,Grant,2014 Q3,1
1.5 years to under 2 years,Ghana,Grant,2014 Q3,1
1.5 years to under 2 years,Iran,Grant,2014 Q3,30
1.5 years to under 2 years,Iraq,Grant,2014 Q3,2
1.5 years to under 2 years,Jamaica,Grant,2014 Q3,1
1.5 years to under 2 years,Kenya,Grant,2014 Q3,1
1.5 years to under 2 years,Libya,Grant,2014 Q3,2
1.5 years to under 2 years,Nigeria,Grant,2014 Q3,2
1.5 years to under 2 years,Pakistan,Grant,2014 Q3,12
1.5 years to under 2 years,Refugee,Grant,2014 Q3,3
1.5 years to under 2 years,Russia,Grant,2014 Q3,1
1.5 years to under 2 years,Sierra Leone,Grant,2014 Q3,2
1.5 years to under 2 years,Somalia,Grant,2014 Q3,7
1.5 years to under 2 years,Sri Lanka,Grant,2014 Q3,6
1.5 years to under 2 years,Stateless,Grant,2014 Q3,1
1.5 years to under 2 years,Sudan,Grant,2014 Q3,4
1.5 years to under 2 years,Syria,Grant,2014 Q3,2
1.5 years to under 2 years,Turkey,Grant,2014 Q3,2
1.5 years to under 2 years,Uganda,Grant,2014 Q3,2
